"Protein.IDs"	"Protein.names"	"Gene.names"	"Reverse"	"Only.identified.by.site"	"Potential.contaminant"	"LFQ.intensity.NCY71"	"LFQ.intensity.NCY59"	"LFQ.intensity.NCY79"	"LFQ.intensity.NCY205"	"LFQ.intensity.NCY70"	"LFQ.intensity.CLM01"	"LFQ.intensity.NCY208"	"LFQ.intensity.NCY219"	"LFQ.intensity.NCY220"	"LFQ.intensity.NCY26"	"LFQ.intensity.NCY226"	"LFQ.intensity.NCY64"	"LFQ.intensity.TRS04"	"LFQ.intensity.NCY200"	"LFQ.intensity.NCY217"	"LFQ.intensity.NCY222"	"LFQ.intensity.NCY201"	"LFQ.intensity.NCY206"	"LFQ.intensity.POI02"	"LFQ.intensity.CLM07"
"prot_233"	"Adipiscing maecenas hendrerit donec dis magna tempor venenatis fringilla."	"prot_233"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	1441200	0	0	0	0	0	0	0
"prot_234"	"Ipsum ad mus sem purus ligula mattis vestibulum eleifend dis."	"prot_234"	""	""	""	0	0	0	0	0	0	0	0	4993800	0	4721800	4558700	0	0	0	0	4837900	0	0	0
"prot_235"	"Amet accumsan pulvinar egestas turpis laoreet pretium primis sociis diam rhoncus augue!"	"prot_235"	""	""	""	0	51410000	0	17079000	8046700	0	35409000	0	10888000	13642000	0	11034000	7393000	0	38336000	26893000	0	6816700	10154000	0
"prot_236"	"Ipsum arcu semper proin fringilla aliquet ultricies montes litora."	"prot_236"	""	""	""	202520000	123700000	296980000	198300000	218960000	155440000	190190000	250210000	250810000	140490000	191400000	230580000	253550000	207350000	192420000	189840000	179140000	218200000	176860000	204920000
"prot_237"	"Sit habitant tellus pulvinar ultrices duis inceptos pellentesque interdum dis dui nulla eu?"	"prot_237"	""	""	"+"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_238"	"Amet malesuada blandit at facilisi imperdiet potenti cubilia in dignissim."	"prot_238"	""	""	""	38765000	28497000	126660000	46223000	75582000	25560000	55604000	33926000	74661000	22725000	40680000	83541000	109010000	45959000	62363000	14194000	60004000	100630000	45552000	39584000
"prot_239"	"Adipiscing placerat morbi integer placerat."	"prot_239"	""	""	""	0	13697000	0	0	7130400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_240"	"Ipsum felis sollicitudin mauris magna volutpat aenean morbi eu ullamcorper!"	"prot_240"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_241"	"Adipiscing per praesent conubia ad etiam per morbi sociis gravida aptent faucibus."	"prot_241"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_242"	"Sit ornare donec cursus luctus taciti mus pellentesque ut quam nisi class diam!"	"prot_242"	""	""	""	0	0	12352000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_243"	"Dolor congue nibh cubilia fringilla congue primis vel facilisi bibendum venenatis sapien."	"prot_243"	""	""	""	106730000	132920000	326030000	114800000	236040000	179470000	131990000	136470000	145090000	237680000	227460000	155320000	184350000	199170000	117990000	251380000	133320000	188520000	1.39e+08	205730000
"prot_244"	"Lorem quisque pulvinar nostra maecenas nunc porttitor sociis dapibus ornare mattis magnis?"	"prot_244"	""	""	""	0	0	0	0	0	0	0	0	5840600	0	0	0	0	0	0	0	0	5528400	0	4255900
"prot_245"	"Consectetur lobortis sagittis dictumst nisi ligula ligula justo tempor ornare condimentum varius sodales malesuada."	"prot_245"	""	""	""	87150000	393460000	101600000	313710000	182850000	49319000	89156000	45724000	0	689530000	97002000	42670000	0	231910000	168700000	370130000	28405000	0	61038000	223700000
"prot_246"	"Dolor ac ridiculus tristique nulla fames cum pharetra mollis cursus."	"prot_246"	"+"	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_247"	"Lorem mauris nisi hac aliquam feugiat consequat molestie facilisi aenean leo."	"prot_247"	""	""	""	9897000	0	0	23167000	1.6e+07	16163000	7514200	7961500	19424000	12022000	55971000	18260000	12931000	13027000	12148000	18454000	13979000	21514000	0	15840000
"prot_248"	"Elit lectus posuere montes lacus nisl arcu lacus hac metus senectus morbi habitasse euismod nisl pretium."	"prot_248"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_249"	"Consectetur quam vehicula quam suspendisse vivamus pretium vel gravida!"	"prot_249"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_250"	"Adipiscing proin nisi vulputate leo pulvinar malesuada leo fusce nullam."	"prot_250"	""	""	""	0	0	2282600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_251"	"Sit habitant leo orci est tempus taciti commodo sociosqu tellus consequat."	"prot_251"	""	""	""	8893700	0	0	4476500	9097900	6234300	0	0	5034600	12520000	9557700	0	2939900	0	0	0	0	5716600	6560700	5122100
"prot_252"	"Consectetur quam luctus phasellus et nullam."	"prot_252"	""	""	""	43243000	51147000	45347000	81344000	44451000	38257000	75702000	41171000	41334000	36071000	44964000	31318000	38539000	0	0	40668000	33856000	0	0	41862000
"prot_253"	"Ipsum imperdiet nisi primis phasellus massa nascetur sagittis interdum cursus ornare primis?"	"prot_253"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_254"	"Lorem augue sapien augue iaculis posuere eleifend vel nec mauris in!"	"prot_254"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_255"	"Sit pellentesque est suscipit hendrerit hac at mauris curae pharetra non."	"prot_255"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_256"	"Ipsum facilisis donec feugiat nec habitasse eget commodo urna sociis potenti consequat hendrerit."	"prot_256"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_257"	"Lorem suscipit turpis metus proin risus nunc sollicitudin nunc!"	"prot_257"	""	""	""	26335000	8432700	12939000	22457000	55332000	36915000	37790000	42850000	23162000	0	43596000	28703000	0	48299000	22152000	51756000	23391000	26826000	0	23949000
"prot_258"	"Ipsum at penatibus habitant aptent duis arcu urna luctus natoque magna per curae lobortis."	"prot_258"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_259"	"Dolor torquent molestie pretium fermentum venenatis leo ornare luctus sodales volutpat tempor nascetur natoque varius aliquam?"	"prot_259"	""	""	""	7498600	0	0	0	8871200	18884000	0	0	11889000	13239000	0	10092000	10830000	25004000	9638200	0	0	0	0	15584000
"prot_260"	"Elit condimentum per purus morbi commodo semper eros suscipit tristique maecenas vestibulum primis ornare?"	"prot_260"	""	""	""	17677000	24718000	0	12437000	15802000	27903000	33613000	0	17243000	16276000	0	19550000	57838000	23713000	13712000	13851000	25561000	15252000	18744000	27144000
"prot_261"	"Sit morbi donec non nulla tellus libero sem parturient cras ultrices primis luctus erat!"	"prot_261"	""	""	""	61661000	25549000	57086000	71776000	60887000	57158000	45594000	72658000	52115000	60255000	61011000	45779000	62168000	47717000	44993000	74832000	51599000	71322000	72010000	56742000
"prot_262"	"Amet purus erat curabitur libero ornare sapien bibendum conubia conubia!"	"prot_262"	""	""	""	0	0	13104000	0	0	0	7488900	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_263"	"Dolor ante dictumst phasellus inceptos eleifend metus orci facilisi eros venenatis semper iaculis leo sociosqu."	"prot_263"	""	""	""	71363000	34217000	48493000	34680000	51830000	25335000	40134000	48260000	95917000	30684000	38118000	43021000	32713000	43048000	42734000	41288000	60430000	68393000	32730000	37962000
"prot_264"	"Amet nascetur vivamus auctor est tempor vel est mauris torquent sem accumsan phasellus justo nulla."	"prot_264"	""	""	""	0	0	0	0	0	8559100	0	38684000	10737000	11520000	0	0	0	0	0	24290000	0	0	18774000	0
"prot_265"	"Ipsum aliquet gravida enim mus at pharetra accumsan."	"prot_265"	""	""	""	0	0	0	0	0	7212600	0	0	0	14461000	0	0	0	0	8010800	0	8975400	6761800	10820000	0
"prot_266"	"Elit orci laoreet euismod orci vehicula volutpat nascetur."	"prot_266"	""	""	""	4530800	4205500	0	0	5484000	0	0	4862100	0	0	0	5391500	0	4026700	4121500	0	3938700	0	0	0
"prot_267"	"Dolor cursus risus nunc integer quam ligula facilisis morbi rutrum maecenas praesent justo etiam accumsan rhoncus elementum."	"prot_267"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_268"	"Elit vehicula auctor aliquet augue porttitor rhoncus vulputate integer."	"prot_268"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	3631300	0	0	0	0	0	0	0
"prot_269"	"Sit quam elementum facilisi etiam aliquet imperdiet tincidunt ullamcorper mi tristique."	"prot_269"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	4952000	0	0	0	0	0	0	0	0
"prot_270"	"Lorem facilisi donec vehicula vitae nec litora parturient augue egestas?"	"prot_270"	""	""	""	0	0	0	0	6626100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_271"	"Dolor volutpat fringilla faucibus nullam himenaeos purus duis donec auctor."	"prot_271"	""	""	""	0	0	0	0	0	0	0	0	17062000	8493600	0	0	0	0	0	0	0	0	0	0
"prot_272"	"Consectetur sagittis sollicitudin arcu praesent nascetur leo feugiat tempor a enim conubia eros scelerisque hac."	"prot_272"	""	""	""	0	0	0	0	0	7471100	0	0	0	0	0	0	0	0	0	0	0	17551000	0	13015000
"prot_273"	"Lorem nisl mattis class metus scelerisque fermentum nisl interdum egestas vitae neque justo mattis consequat."	"prot_273"	""	""	""	0	0	0	0	0	0	0	0	5307700	0	0	0	0	0	9060600	0	0	0	0	8059500
"prot_274"	"Lorem proin sollicitudin ridiculus interdum etiam vehicula sapien penatibus montes proin aenean proin."	"prot_274"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_275"	"Sit viverra cum magna urna pharetra arcu facilisi proin conubia nec curabitur litora."	"prot_275"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_276"	"Adipiscing curabitur justo habitasse morbi facilisis hendrerit sed dapibus sociis nam cubilia aenean."	"prot_276"	""	""	""	0	0	0	0	0	7026600	0	0	0	0	0	4023100	0	0	0	0	0	0	0	0
"prot_277"	"Adipiscing taciti eros tempor tellus faucibus netus suspendisse et commodo venenatis velit."	"prot_277"	""	""	""	23952000	27287000	38290000	14103000	14023000	31816000	25530000	19431000	14854000	18139000	16731000	20914000	42203000	40183000	21911000	25666000	22811000	28318000	31003000	37721000
"prot_278"	"Consectetur vehicula ultrices nibh proin praesent eleifend potenti arcu erat dictumst leo venenatis congue tristique habitasse massa."	"prot_278"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_279"	"Adipiscing luctus torquent sed lectus sociis facilisi a phasellus etiam nisl."	"prot_279"	""	""	""	4089000	6200900	0	0	0	0	0	0	0	0	0	0	0	0	9298800	0	0	0	0	4415500
"prot_280"	"Adipiscing facilisis eu dignissim facilisi scelerisque luctus porttitor integer neque."	"prot_280"	""	""	""	0	6134400	0	3374500	5029300	7775300	6780700	0	2397700	0	0	5445200	0	0	5698400	0	4290900	4379400	4767800	6669600
"prot_281"	"Sit posuere habitant ridiculus tempus et libero gravida fusce odio."	"prot_281"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_282"	"Adipiscing condimentum eros convallis proin hendrerit iaculis viverra sociis iaculis ad at fusce augue primis dis?"	"prot_282"	""	""	""	0	0	0	0	2494600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_283"	"Amet quis vitae hendrerit integer neque litora conubia fermentum hac fermentum."	"prot_283"	""	""	""	6488300	10798000	56410000	22980000	37203000	13243000	0	14812000	11599000	21461000	23704000	24956000	7211900	0	17435000	13543000	9685600	0	10502000	8571300
"prot_284"	"Consectetur blandit sed dapibus leo class odio vulputate varius sed."	"prot_284"	""	""	""	11936000	10398000	15535000	0	10572000	20062000	13929000	27083000	15523000	23184000	20368000	0	0	0	13377000	35728000	19109000	11145000	18869000	13560000
"prot_285"	"Ipsum taciti nulla pulvinar quis euismod molestie pharetra bibendum dis venenatis."	"prot_285"	""	""	""	17118000	6135300	9011900	9671300	8999300	12578000	0	9352500	9076400	15808000	0	9334200	10072000	0	0	10903000	9547000	12340000	10922000	15050000
"prot_286"	"Sit proin habitant leo sapien hendrerit cubilia eget placerat."	"prot_286"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	3478200	0	0	0	0	0	2089200	0	0
"prot_287"	"Amet fusce vehicula ante condimentum gravida per integer morbi iaculis scelerisque aliquam arcu urna?"	"prot_287"	""	""	""	0	0	0	0	0	7740200	0	0	0	0	0	3817000	0	0	0	0	0	0	0	0
"prot_288"	"Consectetur tempus cubilia metus proin aenean lobortis gravida nascetur."	"prot_288"	""	""	""	0	0	16329000	0	0	0	0	0	0	7123700	0	0	0	0	0	13985000	9890900	8257200	0	11282000
"prot_289"	"Sit pellentesque augue fringilla urna cras nostra auctor integer torquent eleifend suscipit neque."	"prot_289"	""	""	""	10088000	7468200	15413000	0	8209900	6764600	5603200	0	12923000	9657700	8385800	11288000	7794800	0	0	0	8965000	19178000	6024200	15431000
"prot_290"	"Amet urna sociosqu proin cum sem facilisi pharetra viverra nisl?"	"prot_290"	""	""	""	9708700	15697000	20764000	0	0	14324000	22265000	5997300	8600000	15566000	0	22737000	0	0	14849000	0	23131000	8584900	19816000	10835000
"prot_291"	"Amet potenti hac litora fermentum felis augue consequat sociosqu tempus nisi!"	"prot_291"	""	""	""	0	19302000	0	40744000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_292"	"Ipsum velit commodo rutrum mattis etiam varius viverra tellus fermentum posuere vel."	"prot_292"	""	""	""	0	0	0	0	0	0	0	0	16560000	0	0	0	0	0	0	0	0	0	0	14150000
"prot_293"	"Amet quisque litora phasellus elementum feugiat urna vitae sagittis ac posuere ut."	"prot_293"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	13868000	0	0	0	0	0	0	0
"prot_294"	"Amet tincidunt facilisi augue iaculis dis facilisis fusce rhoncus praesent."	"prot_294"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_295"	"Consectetur feugiat nibh cum condimentum aliquet viverra."	"prot_295"	""	""	""	7008500	10234000	0	9614300	6019000	7078100	7194200	0	0	0	0	14313000	0	0	8079400	7171200	7648900	7731000	12321000	7257800
"prot_296"	"Consectetur tempus vitae est inceptos interdum mi eu mauris enim libero a justo."	"prot_296"	""	""	""	570490	5968400	1066500	23157000	769070	633220	0	1926800	1001100	522750	523190	0	5209300	767170	1405300	647770	1701100	0	638370	590370
"prot_297"	"Adipiscing maecenas nunc non lectus duis sed lectus dictumst neque non!"	"prot_297"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	10052000	0	0	0	0	0	0	0
"prot_298"	"Elit etiam dui mus euismod massa fermentum faucibus conubia sodales consequat egestas facilisi?"	"prot_298"	""	""	""	4139600	7210800	0	24615000	2176000	5247200	3444200	0	0	7271200	4492400	5301500	0	14685000	2733200	5759600	0	5828100	4742000	5491300
"prot_299"	"Dolor montes sollicitudin tincidunt mi magnis ante commodo metus eleifend!"	"prot_299"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3158700	0	0	0	0
"prot_300"	"Adipiscing semper tortor nam phasellus et orci venenatis volutpat cubilia porttitor?"	"prot_300"	""	""	""	41204000	40868000	79875000	56721000	71466000	76688000	65928000	58746000	55453000	53654000	62249000	68975000	65448000	74664000	48458000	122530000	0	111420000	68202000	59260000
"prot_301"	"Adipiscing sed sociosqu iaculis tristique aliquam cubilia donec donec a condimentum libero?"	"prot_301"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_302"	"Dolor lobortis tortor velit elementum nisi nisi orci maecenas eros condimentum dictumst facilisi sapien."	"prot_302"	""	""	""	5480500	17961000	5621000	0	0	0	6612600	5828200	0	0	0	5328500	0	0	0	0	0	0	6945300	4026000
"prot_303"	"Ipsum donec senectus himenaeos vehicula ligula tempor est conubia per."	"prot_303"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	3922200	0	0	0	0	0	0	0
"prot_304"	"Lorem tortor pretium tempor curabitur eros eget diam in!"	"prot_304"	""	""	""	0	14271000	0	16459000	0	8344900	0	0	0	0	0	14831000	0	0	15093000	0	14239000	0	0	0
"prot_305"	"Sit proin feugiat mattis ut nam leo nibh."	"prot_305"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_306"	"Lorem maecenas pulvinar fermentum risus a euismod lectus orci sociosqu."	"prot_306"	""	""	""	0	13888000	4651800	0	5921600	2774600	6494900	6599800	11988000	0	0	6656500	0	5864600	9105300	0	0	4632600	3411000	4771200
"prot_307"	"Dolor hendrerit eu cras magna urna mollis etiam."	"prot_307"	""	""	""	27152000	0	33706000	53270000	22277000	27733000	53036000	51970000	0	19200000	31335000	43455000	41670000	72436000	35105000	26902000	28004000	10415000	16332000	43405000
"prot_308"	"Sit arcu integer eros posuere congue et turpis sed gravida tellus sem."	"prot_308"	""	""	""	138580000	940460000	122940000	209170000	235460000	199500000	151230000	248950000	560710000	175870000	2.58e+08	269270000	404680000	247770000	503530000	190880000	133690000	311390000	164130000	150230000
"prot_309"	"Elit mauris duis rhoncus condimentum tempor donec nascetur fringilla suspendisse."	"prot_309"	""	""	""	60601000	28688000	34066000	38516000	46286000	78023000	37197000	72987000	62943000	63192000	24177000	69976000	60793000	51873000	44123000	47439000	85191000	71225000	62205000	58363000
"prot_310"	"Lorem quam a tempus dictumst sollicitudin fusce augue mollis dictum aenean blandit himenaeos?"	"prot_310"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_311"	"Adipiscing augue pellentesque vulputate nostra mus taciti quis lobortis porttitor suspendisse class dictumst nisl mi."	"prot_311"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_312"	"Adipiscing hendrerit imperdiet sapien risus faucibus senectus gravida cubilia curabitur proin at."	"prot_312"	""	""	""	0	0	0	0	0	10870000	0	0	10645000	13603000	0	7476300	0	0	0	19310000	0	0	0	15447000
"prot_313"	"Consectetur malesuada egestas quis sodales placerat sociis nulla tortor."	"prot_313"	""	""	""	159320000	133130000	196410000	263160000	164060000	1.07e+08	266140000	126230000	224700000	85914000	130830000	242620000	156810000	162400000	223980000	72023000	150730000	125070000	68038000	128540000
"prot_314"	"Amet suspendisse morbi facilisi nibh enim vivamus orci."	"prot_314"	""	""	""	147490000	137980000	121510000	132170000	131010000	97321000	155080000	151650000	137240000	124810000	119060000	142130000	113620000	103820000	138390000	88899000	138470000	101780000	95358000	141590000
"prot_315"	"Lorem fringilla per varius interdum diam ridiculus volutpat."	"prot_315"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_316"	"Sit primis taciti molestie tortor mauris parturient nostra rutrum duis lacus phasellus penatibus cras."	"prot_316"	"+"	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_317"	"Elit iaculis quam dui sollicitudin nisi viverra litora morbi convallis mauris neque."	"prot_317"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_318"	"Lorem magna turpis sed aptent urna molestie praesent."	"prot_318"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_319"	"Adipiscing tellus sapien neque lobortis viverra natoque mi."	"prot_319"	""	""	""	0	0	0	0	0	0	0	0	10509000	0	0	0	0	0	0	0	0	0	0	0
"prot_320"	"Adipiscing odio urna aliquam in erat."	"prot_320"	""	""	""	75081000	58879000	107330000	69313000	90505000	50854000	67652000	56333000	89533000	71928000	98581000	68091000	49399000	64388000	74564000	47633000	67946000	67464000	34771000	58496000
"prot_321"	"Lorem posuere id nascetur facilisis bibendum volutpat sapien etiam himenaeos!"	"prot_321"	""	""	""	0	0	4116100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2762700
"prot_322"	"Adipiscing porttitor rhoncus tempus mollis sem ligula scelerisque porttitor quis vel?"	"prot_322"	"+"	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_323"	"Consectetur nam vehicula cras scelerisque sem ultrices sem sodales sodales convallis!"	"prot_323"	""	""	""	154600000	202410000	0	0	0	188100000	0	0	244480000	134360000	0	0	0	0	0	0	0	213820000	0	141700000
"prot_324"	"Amet arcu himenaeos integer dictum fusce habitant."	"prot_324"	""	""	""	5185500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4994700	0	5454500	0	0
"prot_325"	"Lorem hendrerit suscipit et pharetra sociis aenean feugiat commodo potenti."	"prot_325"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_326"	"Amet quam mus curae torquent ante imperdiet ad lacus luctus cubilia aenean!"	"prot_326"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	2639400	0	0	0	0	0	0	0
"prot_327"	"Lorem bibendum sapien et molestie facilisis sem sociosqu cum conubia."	"prot_327"	""	""	""	32961000	0	29717000	14780000	34743000	13294000	7182700	47454000	26818000	16586000	19388000	12418000	26503000	12556000	9473900	25052000	13158000	66325000	17658000	7734000
"prot_328"	"Sit sociis ridiculus euismod volutpat phasellus primis euismod erat praesent nam nec sed lobortis."	"prot_328"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_329"	"Consectetur cum mattis mattis porta eleifend quis tempus mauris."	"prot_329"	""	""	""	9300600	11571000	23125000	0	11222000	0	14754000	0	23716000	0	17658000	12245000	10769000	0	0	0	0	31917000	0	0
"prot_330"	"Dolor augue montes maecenas volutpat turpis nibh vehicula leo vivamus bibendum orci pretium natoque."	"prot_330"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_331"	"Consectetur fringilla id penatibus pulvinar ullamcorper cubilia porta rhoncus."	"prot_331"	""	""	""	30383000	8989200	78424000	20194000	53226000	20885000	17386000	43618000	35704000	52192000	27904000	32368000	17892000	18282000	13934000	29795000	29665000	41840000	45240000	40196000
"prot_332"	"Ipsum pharetra enim purus tincidunt aptent potenti etiam tempus tincidunt euismod."	"prot_332"	""	""	""	45340000	36911000	51127000	92530000	25217000	80971000	58443000	61704000	63622000	77638000	61985000	65806000	25186000	15045000	88101000	83938000	71312000	27798000	31194000	52992000
"prot_333"	"Sit natoque class enim dui magnis dictum euismod habitasse."	"prot_333"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_334"	"Lorem lacus nec feugiat eros ad enim parturient vitae habitant congue commodo nullam et."	"prot_334"	""	""	""	10365000	11578000	18192000	14842000	28441000	12251000	17362000	14595000	12689000	14819000	16102000	14242000	26725000	26189000	16642000	15597000	12642000	16455000	0	16034000
"prot_335"	"Ipsum neque nunc ad imperdiet nunc dui platea inceptos ultrices senectus."	"prot_335"	""	""	""	684480000	124510000	1000700000	641760000	1256300000	804870000	626010000	978210000	633830000	1536400000	796890000	480300000	381800000	547320000	504140000	1531300000	1249400000	513860000	676550000	521950000
"prot_336"	"Adipiscing dictumst porta inceptos natoque rutrum quis a etiam sociis lacus lobortis metus."	"prot_336"	""	""	""	17677000	0	20339000	7060000	9177400	6467000	10121000	29329000	10065000	0	15599000	11126000	14160000	16724000	12128000	11082000	16287000	9606100	7643100	8030300
"prot_337"	"Dolor conubia vestibulum vitae leo odio morbi ullamcorper iaculis fusce volutpat sagittis magnis."	"prot_337"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_338"	"Consectetur sodales gravida placerat hac varius dui ridiculus."	"prot_338"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	11909000	0	0	0	0	0	0	0
"prot_339"	"Dolor praesent fermentum dictumst cubilia nibh suscipit egestas magnis."	"prot_339"	"+"	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_340"	"Dolor morbi nisl molestie ligula ad velit nisi eget lacus sapien?"	"prot_340"	""	""	""	118890000	79430000	97914000	125920000	89100000	147760000	131880000	183240000	129720000	177630000	163780000	133840000	135820000	131900000	150220000	145470000	154290000	116130000	144190000	131960000
"prot_341"	"Adipiscing sociosqu sociosqu ac etiam pharetra fermentum molestie ornare enim placerat nunc."	"prot_341"	""	""	""	0	0	0	0	0	3096700	0	0	0	215620000	0	0	0	3005600	0	656800000	2720100	2605100	0	2382300
"prot_342"	"Consectetur suscipit ligula euismod porta curabitur natoque himenaeos vestibulum mauris nostra interdum morbi!"	"prot_342"	""	""	""	0	57955000	0	89309000	37403000	31397000	27975000	1.8e+08	15442000	44099000	53154000	31754000	13705000	0	26824000	39981000	50900000	79755000	88652000	38182000
"prot_343"	"Amet sociosqu curae lectus metus interdum dapibus suscipit taciti interdum."	"prot_343"	""	""	""	235920000	132990000	357210000	181040000	300590000	297770000	277040000	296170000	299240000	330540000	272260000	315940000	320240000	236260000	250280000	407860000	223480000	367290000	316080000	266970000
"prot_344"	"Sit per magnis tempus sagittis dapibus conubia natoque cras viverra fermentum."	"prot_344"	""	""	""	0	0	0	0	0	0	0	0	0	0	31400000	22052000	0	0	0	0	0	0	0	1651300
"prot_345"	"Amet mus aliquet potenti orci leo dapibus ligula porta interdum hendrerit rhoncus ultrices id?"	"prot_345"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_346"	"Consectetur malesuada tempor conubia vitae parturient velit potenti penatibus molestie per."	"prot_346"	""	""	""	0	0	20560000	13136000	12005000	11083000	11917000	10459000	11662000	0	15799000	0	0	0	9701300	0	8645700	8027900	24977000	13067000
"prot_347"	"Elit condimentum ligula cras sem nisl quam fames turpis."	"prot_347"	""	""	""	0	0	0	10364000	12258000	15333000	13588000	9888600	8981300	4565600	0	10566000	6638300	12978000	16814000	0	10322000	0	21097000	8661400
"prot_348"	"Adipiscing et vel lacus interdum ad rutrum ullamcorper massa bibendum faucibus tristique auctor."	"prot_348"	""	""	""	70397000	29359000	100380000	47361000	94530000	56033000	47061000	107650000	62812000	72701000	59858000	106440000	63218000	51814000	47445000	78482000	38219000	113680000	75003000	79762000
"prot_349"	"Ipsum iaculis dui eros senectus pretium conubia erat lobortis torquent maecenas semper eget."	"prot_349"	""	"+"	"+"	0	0	0	0	0	0	0	0	0	0	0	0	6572000	0	0	0	0	0	0	0
"prot_350"	"Amet inceptos volutpat congue bibendum venenatis massa massa porttitor turpis faucibus."	"prot_350"	""	""	""	298560000	246750000	212700000	309580000	241250000	254260000	279570000	243240000	189800000	209710000	279170000	168620000	188550000	257120000	221410000	193440000	201490000	246030000	152480000	2.57e+08
"prot_351"	"Sit cras felis ullamcorper mus quam fermentum urna faucibus!"	"prot_351"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_352"	"Amet habitant morbi fames montes sociis euismod risus interdum suspendisse senectus tristique."	"prot_352"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
